Fid,pid,ptime,date_time,src_ip_address,dst_ip_address,frame_protos,src_port,dst_port,sbytes,dbytes,uid,Label
183.79.248.252-10.42.0.211-443-55965-6,44099819,33:02.6,2022-12-18 00:06:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,956,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-38135-53-17,44099820,33:02.6,2022-12-18 00:08:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,420,CSgYjR3XciAUhHRFS5,1
172.217.6.206-10.42.0.151-443-47860-6,44099822,33:02.6,2022-12-18 00:19:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.42-64.71.142.125-54721-443-6,44099823,33:02.6,2022-12-18 00:19:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,956,CSgYjR3XciAUhHRFS5,0
172.217.9.234-10.42.0.151-443-38065-6,44099824,33:02.6,2022-12-18 00:19:53+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
172.217.11.1-10.42.0.151-443-38690-6,44099825,33:02.6,2022-12-18 00:19:54+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-23.206.166.66-47463-80-6,44099826,33:02.6,2022-12-18 00:19:55+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.10.3-10.42.0.151-443-45412-6,44099828,33:02.6,2022-12-18 00:46:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
10.42.0.151-61.135.185.139-49811-80-6,44099835,33:02.6,2022-12-18 00:47:15+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-121.12.98.62-55447-80-6,44099836,33:02.6,2022-12-18 00:50:13+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,385,CSgYjR3XciAUhHRFS5,1
172.217.11.46-10.42.0.211-443-56450-6,44099837,33:02.6,2022-12-18 00:51:02+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,850,CSgYjR3XciAUhHRFS5,1
172.217.6.227-10.42.0.211-443-43542-6,44100270,33:02.9,2022-12-18 00:51:22+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1008,CSgYjR3XciAUhHRFS5,0
202.77.129.230-10.42.0.42-80-58575-6,44100271,33:02.9,2022-12-18 00:53:18+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,504,CSgYjR3XciAUhHRFS5,1
10.42.0.1-10.42.0.42-53-22083-17,44100366,33:02.9,2022-12-18 00:55:23+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-123.125.29.220-53533-80-6,44100367,33:02.9,2022-12-18 00:55:38+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.151-104.193.88.109-48422-80-6,44100371,33:02.9,2022-12-18 00:56:27+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-69.147.82.60-44203-443-6,44100372,33:02.9,2022-12-18 00:56:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.12.202-10.42.0.211-443-40429-6,44100373,33:02.9,2022-12-18 00:57:33+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-10.42.0.1-45268-53-17,44100376,33:02.9,2022-12-18 00:58:05+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
10.42.0.211-121.12.98.63-49708-80-6,44100378,33:02.9,2022-12-18 00:58:06+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.10.138-10.42.0.151-443-44865-6,44100379,33:02.9,2022-12-18 00:58:10+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
10.42.0.211-72.30.3.43-58235-443-6,44100386,33:02.9,2022-12-18 00:59:00+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1180,1008,CSgYjR3XciAUhHRFS5,0
172.217.10.142-10.42.0.42-443-52216-6,44100387,33:02.9,2022-12-18 01:00:02+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1180,504,CSgYjR3XciAUhHRFS5,1
10.42.0.151-13.107.3.128-53396-443-6,44100500,33:02.9,2022-12-18 01:06:46+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
192.229.163.180-10.42.0.42-443-35305-6,44100504,33:02.9,2022-12-18 01:07:31+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
203.205.179.172-10.42.0.151-80-44515-6,44100505,33:02.9,2022-12-18 01:07:32+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
10.42.0.211-123.125.115.164-59145-443-6,44100508,33:02.9,2022-12-18 01:08:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
182.22.120.252-10.42.0.151-443-43863-6,44100509,33:02.9,2022-12-18 01:08:51+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
172.217.7.227-10.42.0.151-443-40198-6,44100511,33:02.9,2022-12-18 01:09:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.6.202-10.42.0.42-443-41390-6,44100512,33:02.9,2022-12-18 01:13:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.11.14-10.42.0.151-443-38578-17,44100513,33:02.9,2022-12-18 01:18:15+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.10.142-10.42.0.151-443-51582-6,44100514,33:02.9,2022-12-18 01:18:50+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,504,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-6198-53-17,44100515,33:02.9,2022-12-18 01:20:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1008,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-26569-53-17,44100647,33:03.0,2022-12-18 01:24:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
216.58.219.196-10.42.0.151-443-50803-6,44100654,33:03.0,2022-12-18 01:24:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.12.174-10.42.0.151-443-38355-6,44100655,33:03.0,2022-12-18 01:24:50+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-36816-53-17,44100656,33:03.0,2022-12-18 01:25:05+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-10.42.0.1-1420-53-17,44100657,33:03.0,2022-12-18 01:25:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,892,CSgYjR3XciAUhHRFS5,0
172.217.10.227-10.42.0.151-443-34159-6,44100660,33:03.0,2022-12-18 01:25:47+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
203.205.158.60-10.42.0.151-80-54334-6,44100666,33:03.0,2022-12-18 01:32:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
182.22.24.124-10.42.0.211-443-55196-6,44100667,33:03.0,2022-12-18 01:32:26+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-50.18.174.184-42781-443-6,44100668,33:03.0,2022-12-18 01:32:26+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,504,CSgYjR3XciAUhHRFS5,0
10.42.0.42-64.71.142.95-41091-80-6,44100669,33:03.0,2022-12-18 01:32:26+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,420,CSgYjR3XciAUhHRFS5,0
10.42.0.42-85.93.5.109-58822-80-6,44100758,33:03.1,2022-12-18 01:32:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-52.2.11.128-47676-443-6,44100762,33:03.1,2022-12-18 01:32:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-31.13.80.12-45964-443-6,44100763,33:03.1,2022-12-18 01:32:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
10.42.0.151-10.42.0.1-65330-53-17,44100764,33:03.1,2022-12-18 01:33:00+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
203.205.158.54-10.42.0.151-80-58296-6,44100765,33:03.1,2022-12-18 01:35:32+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
172.217.10.10-10.42.0.151-443-46881-6,44100767,33:03.1,2022-12-18 01:34:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
182.22.24.124-10.42.0.211-443-53488-6,44100768,33:03.1,2022-12-18 01:36:35+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,960,CSgYjR3XciAUhHRFS5,1
216.58.217.132-10.42.0.42-443-34143-6,44100769,33:03.1,2022-12-18 01:38:44+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,5528,CSgYjR3XciAUhHRFS5,1
219.142.78.162-10.42.0.211-80-54716-6,44100774,33:03.1,2022-12-18 01:39:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.6.202-10.42.0.151-443-60898-6,44100775,33:03.1,2022-12-18 01:39:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
180.149.153.68-10.42.0.211-80-55227-6,44100777,33:03.1,2022-12-18 01:40:09+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,1008,CSgYjR3XciAUhHRFS5,1
10.42.0.211-104.97.95.172-39543-80-6,44100827,33:03.1,2022-12-18 01:40:49+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
192.229.173.173-10.42.0.211-80-53908-6,44100830,33:03.1,2022-12-18 01:41:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,252,CSgYjR3XciAUhHRFS5,0
172.217.11.14-10.42.0.151-443-51270-6,44100831,33:03.1,2022-12-18 01:41:23+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,168,CSgYjR3XciAUhHRFS5,0
172.217.11.42-10.42.0.42-443-51810-6,44100832,33:03.1,2022-12-18 01:41:46+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,776,CSgYjR3XciAUhHRFS5,0
172.217.10.42-10.42.0.211-443-44468-6,44100834,33:03.1,2022-12-18 01:42:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-36.248.26.152-59227-80-6,44100835,33:03.1,2022-12-18 01:44:41+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,420,CSgYjR3XciAUhHRFS5,0
10.42.0.42-62.138.0.117-37988-80-6,44100838,33:03.1,2022-12-18 01:44:28+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
10.42.0.151-103.235.46.212-55191-443-6,44100839,33:03.1,2022-12-18 01:49:32+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,944,CSgYjR3XciAUhHRFS5,0
10.42.0.151-31.13.71.3-37814-443-6,44100840,33:03.1,2022-12-18 01:49:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-10.42.0.1-16155-53-17,44100843,33:03.1,2022-12-18 01:49:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,1008,CSgYjR3XciAUhHRFS5,0
183.79.250.251-10.42.0.211-443-54403-6,44101004,33:03.2,2022-12-18 01:49:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.12.170-10.42.0.151-443-56771-6,44101005,33:03.2,2022-12-18 01:49:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.6.202-10.42.0.151-443-47280-6,44101008,33:03.2,2022-12-18 01:50:21+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
203.205.158.63-10.42.0.211-80-41540-6,44101009,33:03.2,2022-12-18 01:50:31+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,956,CSgYjR3XciAUhHRFS5,1
10.42.0.42-31.13.71.37-41808-443-6,44101010,33:03.2,2022-12-18 01:50:49+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
172.217.9.238-10.42.0.151-443-60495-6,44101012,33:03.2,2022-12-18 01:51:37+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
10.42.0.211-119.146.74.33-45942-443-6,44101013,33:03.2,2022-12-18 01:52:29+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,840,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-13855-53-17,44101018,33:03.2,2022-12-18 01:54:15+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,892,CSgYjR3XciAUhHRFS5,0
10.42.0.151-52.84.143.170-51028-80-6,44101019,33:03.2,2022-12-18 01:54:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,2394,CSgYjR3XciAUhHRFS5,0
10.42.0.151-31.13.71.52-42758-80-6,44101021,33:03.2,2022-12-18 01:54:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1684280,CSgYjR3XciAUhHRFS5,1
10.42.0.211-104.192.108.27-42241-80-6,44101022,33:03.2,2022-12-18 01:56:01+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,47285,42,2582,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-4847-53-17,44101023,33:03.2,2022-12-18 01:56:49+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,2542,CSgYjR3XciAUhHRFS5,1
10.42.0.151-10.42.0.1-21446-53-17,44101236,33:03.3,2022-12-18 01:56:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,3011,CSgYjR3XciAUhHRFS5,0
10.42.0.151-10.42.0.1-8481-53-17,44101237,33:03.3,2022-12-18 01:57:35+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,58585345,CSgYjR3XciAUhHRFS5,1
10.42.0.211-52.84.143.103-37748-443-6,44101240,33:03.3,2022-12-18 01:57:35+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,3201,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-7333-53-17,44101241,33:03.3,2022-12-18 01:58:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,3369,CSgYjR3XciAUhHRFS5,0
10.42.0.211-23.219.23.167-55069-80-6,44101243,33:03.3,2022-12-18 02:20:35+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,840,CSgYjR3XciAUhHRFS5,1
10.42.0.151-106.39.169.66-43577-80-6,44101246,33:03.3,2022-12-18 02:20:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.3.110-10.42.0.211-443-46700-6,44101247,33:03.3,2022-12-18 02:21:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-27.221.28.142-41063-80-6,44101250,33:03.3,2022-12-18 02:21:06+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,776,CSgYjR3XciAUhHRFS5,1
157.240.18.15-10.42.0.211-443-57776-6,44101251,33:03.3,2022-12-18 02:43:16+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
157.240.18.15-10.42.0.211-443-54392-6,44101267,33:03.3,2022-12-18 02:45:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
198.11.188.80-10.42.0.211-443-38835-6,44101268,33:03.3,2022-12-18 02:45:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,956,CSgYjR3XciAUhHRFS5,1
172.217.10.78-10.42.0.151-443-50656-6,44101269,33:03.3,2022-12-18 02:46:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,420,CSgYjR3XciAUhHRFS5,1
10.42.0.42-52.179.189.71-48975-443-6,44101558,33:03.4,2022-12-18 02:46:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
172.217.10.226-10.42.0.151-443-34527-6,44101570,33:03.4,2022-12-18 02:46:24+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1179,956,CSgYjR3XciAUhHRFS5,0
10.42.0.211-10.42.0.1-40145-53-17,44101586,33:03.4,2022-12-18 02:46:24+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,892,CSgYjR3XciAUhHRFS5,0
180.149.136.194-10.42.0.211-80-54142-6,44101588,33:03.4,2022-12-18 02:46:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
157.240.2.25-10.42.0.211-443-54738-6,44101732,33:03.5,2022-12-18 02:49:36+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
10.42.0.42-106.11.94.6-55280-443-6,44101735,33:03.5,2022-12-18 02:52:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,1
172.217.10.74-10.42.0.211-443-52133-6,44101736,33:03.5,2022-12-18 02:52:19+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,892,CSgYjR3XciAUhHRFS5,1
172.217.10.14-10.42.0.42-443-50147-6,44101737,33:03.5,2022-12-18 02:53:38+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.10.36-10.42.0.211-443-43346-6,44101741,33:03.5,2022-12-18 02:55:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
172.217.12.206-10.42.0.42-443-44189-6,44101742,33:03.5,2022-12-18 02:56:09+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,956,CSgYjR3XciAUhHRFS5,1
172.217.12.206-10.42.0.151-443-54164-6,44101751,33:03.5,2022-12-18 02:56:41+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,2852,CSgYjR3XciAUhHRFS5,0
220.243.235.201-10.42.0.211-80-34998-6,44101752,33:03.5,2022-12-18 02:56:41+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1772638,CSgYjR3XciAUhHRFS5,1
10.42.0.151-106.11.92.14-40807-443-6,44101756,33:03.5,2022-12-18 03:25:26+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1781724,CSgYjR3XciAUhHRFS5,1
180.149.134.221-10.42.0.211-80-45319-6,44101757,33:03.5,2022-12-18 03:32:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,47285,42,3429,CSgYjR3XciAUhHRFS5,0
10.42.0.42-66.198.178.50-36846-443-6,44101758,33:03.5,2022-12-18 03:32:21+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,42,1965,CSgYjR3XciAUhHRFS5,0
172.217.10.106-10.42.0.151-443-47040-6,44101907,33:03.6,2022-12-18 03:32:28+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,69451197,CSgYjR3XciAUhHRFS5,1
180.149.136.194-10.42.0.211-443-36166-6,44101908,33:03.6,2022-12-18 03:32:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,69092639,CSgYjR3XciAUhHRFS5,0
10.42.0.1-10.42.0.42-53-26230-17,44101909,33:03.6,2022-12-18 03:32:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,2270,CSgYjR3XciAUhHRFS5,1
10.42.0.211-119.146.74.33-57161-443-6,44101910,33:03.6,2022-12-18 03:33:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1852,CSgYjR3XciAUhHRFS5,1
10.42.0.211-98.139.199.204-55550-443-6,44101914,33:03.6,2022-12-18 03:33:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,2775,CSgYjR3XciAUhHRFS5,0
172.217.12.206-10.42.0.151-443-35708-6,44101917,33:03.6,2022-12-18 03:33:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1077,CSgYjR3XciAUhHRFS5,1
10.42.0.211-23.23.129.231-47616-443-6,44101918,33:03.6,2022-12-18 03:38:33+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,2591,CSgYjR3XciAUhHRFS5,1
140.205.140.87-10.42.0.151-80-58803-6,44101927,33:03.6,2022-12-18 03:38:41+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,339,CSgYjR3XciAUhHRFS5,1
10.42.0.211-106.11.92.16-35118-443-6,44101935,33:03.6,2022-12-18 03:38:50+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
180.149.136.194-10.42.0.151-80-54192-6,44101936,33:03.6,2022-12-18 03:39:36+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,904,CSgYjR3XciAUhHRFS5,0
10.42.0.151-123.125.115.190-35101-80-6,44101937,33:03.6,2022-12-18 03:39:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,362,504,CSgYjR3XciAUhHRFS5,1
10.42.0.1-10.42.0.42-53-29686-17,44102145,33:03.6,2022-12-18 03:40:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
172.217.3.106-10.42.0.211-443-41118-6,44102146,33:03.6,2022-12-18 03:40:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,840,CSgYjR3XciAUhHRFS5,0
10.42.0.211-125.39.133.40-41576-80-6,44102148,33:03.6,2022-12-18 03:41:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-10.42.0.1-7426-53-17,44102149,33:03.6,2022-12-18 03:41:44+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,1008,CSgYjR3XciAUhHRFS5,0
10.42.0.42-91.190.218.57-46199-12350-6,44102150,33:03.6,2022-12-18 03:42:05+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,0
10.42.0.151-10.42.0.1-61828-53-17,44102151,33:03.6,2022-12-18 03:43:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,420,CSgYjR3XciAUhHRFS5,0
183.79.248.124-10.42.0.211-443-57797-6,44102152,33:03.6,2022-12-18 03:44:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
172.217.8.4-10.42.0.211-443-46736-6,44102154,33:03.6,2022-12-18 04:02:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,892,CSgYjR3XciAUhHRFS5,0
10.42.0.211-64.71.142.124-55911-443-6,44102157,33:03.6,2022-12-18 04:02:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,504,CSgYjR3XciAUhHRFS5,1
10.42.0.42-123.151.79.150-45204-80-6,44102158,33:03.6,2022-12-18 04:03:16+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,660,CSgYjR3XciAUhHRFS5,1
10.42.0.42-65.55.223.31-46360-40015-17,44102159,33:03.6,2022-12-18 04:03:36+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,47285,42,504,CSgYjR3XciAUhHRFS5,1
10.42.0.211-106.11.15.99-34488-443-6,44102321,33:03.7,2022-12-18 04:04:05+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,956,CSgYjR3XciAUhHRFS5,1
10.42.0.211-66.102.255.45-54400-443-6,44102322,33:03.7,2022-12-18 04:04:07+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,47285,1500,336,CSgYjR3XciAUhHRFS5,1
